,date,rank,title,daily,theaters,gross,days,distributor
13157,2019-08-20,27,John Wick: Chapter 3 - Parabellum,16374,148,170700022,96,Lionsgate
13158,2019-08-20,28,Midsommar,15714,75,25951681,49,A24
13159,2019-08-20,29,The Fighting Preacher,12982,19,507185,28,Purdie Distribution
13160,2019-08-20,30,Avengers: Endgame,12546,148,858166451,117,Walt Disney Studios Motion Pictures
13161,2019-08-20,31,Men in Black: International,11884,116,79561450,68,Sony Pictures Releasing
13162,2019-08-20,32,The Bravest,10902,33,260409,12,Sony Pictures Releasing
13163,2019-08-20,33,Honeyland,8217,32,225525,26,Neon
13164,2019-08-20,34,The Nightingale,7064,39,197536,19,IFC Films
13165,2019-08-20,35,The Last Black Man in San Francisco,6372,29,4501109,75,A24
13166,2019-08-20,36,Annabelle Comes Home,6106,102,72594382,56,Warner Bros.
13167,2019-08-20,37,Tel Aviv on Fire,5978,30,244452,19,Cohen Media Group
13168,2019-08-20,38,Godzilla: King of the Monsters,4761,95,110438568,82,Warner Bros.
13169,2019-08-20,39,The Other Side of Heaven 2: Fire of Faith,4449,21,1655288,54,ArtAffects Entertainment
13170,2019-08-20,40,Marianne & Leonard: Words of Love,3645,65,853136,47,Roadside Attractions
13171,2019-08-20,41,The Biggest Little Farm,3334,27,4345748,103,Neon
13172,2019-08-20,42,Play the Flute,3298,1,155456,205,Five & Two Pictures
13173,2019-08-20,43,Echo in the Canyon,3105,35,3254757,89,Greenwich Entertainment
13174,2019-08-20,44,Stuber,2909,50,22302501,40,Twentieth Century Fox
13175,2019-08-20,45,Ode to Joy,1599,16,15199,12,IFC Films
13176,2019-08-20,46,Buñuel in the Labyrinth of the Turtles,1386,2,12239,5,GKIDS
13177,2019-08-20,47,Wild Rose,1216,17,1617814,61,Neon
13178,2019-08-20,48,End of the Century,1062,1,12229,5,The Cinema Guild
13179,2019-08-20,49,Sword of Trust,873,15,314005,40,IFC Films
13180,2019-08-20,50,ECCO,532,7,86382,12,Citadel Film Group
13181,2019-08-20,51,La femme de mon frère,480,2,511527,75,Entertainment One
13182,2019-08-20,52,Free Trip to Egypt,377,2,32812,82,-
13183,2019-08-20,53,Them That Follow,343,22,157972,19,1091 Media
13184,2019-08-20,54,Bethany Hamilton: Unstoppable,52,6,583886,40,Entertainment Studios Motion Pictures
13185,2019-08-21,1,Good Boys,1935025,3204,28604400,6,Universal Pictures
13186,2019-08-21,2,Ready or Not,1876458,2270,1876458,1,Fox Searchlight Pictures
13187,2019-08-21,3,The Lion King,1433229,3560,501335434,34,Walt Disney Studios Motion Pictures
13188,2019-08-21,4,Fast & Furious Presents: Hobbs & Shaw,1287155,3757,138480045,20,Universal Pictures
13189,2019-08-21,5,The Angry Birds Movie 2,1088606,3869,19922896,9,Sony Pictures Releasing
13190,2019-08-21,6,Scary Stories to Tell in the Dark,931957,3135,43673798,13,Lionsgate
13191,2019-08-21,7,Once Upon a Time... in Hollywood,930554,2504,117400515,27,Sony Pictures Releasing
13192,2019-08-21,8,Dora and the Lost City of Gold,911029,3735,37234317,13,Paramount Pictures
13193,2019-08-21,9,47 Meters Down: Uncaged,607727,2853,10912658,6,Entertainment Studios Motion Pictures
13194,2019-08-21,10,The Art of Racing in the Rain,540454,2765,18948532,13,Twentieth Century Fox
13195,2019-08-21,11,Blinded by the Light,420063,2307,5801215,6,Warner Bros.
13196,2019-08-21,12,"Where'd You Go, Bernadette",412118,2404,4840405,6,United Artists Releasing
13197,2019-08-21,13,Spider-Man: Far from Home,325111,1515,377799687,51,Sony Pictures Releasing
13198,2019-08-21,14,Toy Story 4,266438,1245,425286221,62,Walt Disney Studios Motion Pictures
13199,2019-08-21,15,The Kitchen,191293,2745,11167464,13,Warner Bros.
13200,2019-08-21,16,The Farewell,179886,861,13380338,41,A24
13201,2019-08-21,17,Mission Mangal,100309,263,1986137,7,FIP
13202,2019-08-21,18,Yesterday,83305,502,71919610,55,Universal Pictures
13203,2019-08-21,19,Brian Banks,56801,980,4000201,13,Bleecker Street Media
13204,2019-08-21,20,Menteur,48142,70,4120038,41,Entertainment One
13205,2019-08-21,21,The Secret Life of Pets 2,47285,242,157213045,76,Universal Pictures
13206,2019-08-21,22,The Peanut Butter Falcon,33795,49,687650,13,Roadside Attractions
13207,2019-08-21,23,Aladdin,33154,225,353631744,90,Walt Disney Studios Motion Pictures
13208,2019-08-21,24,Luce,20431,58,592115,20,Neon
13209,2019-08-21,25,Rocketman,16167,160,96139553,83,Paramount Pictures
13210,2019-08-21,26,Crawl,14898,174,38678378,41,Paramount Pictures
13211,2019-08-21,27,Midsommar,13749,75,25965430,50,A24
13212,2019-08-21,28,John Wick: Chapter 3 - Parabellum,12939,148,170712961,97,Lionsgate
13213,2019-08-21,29,Men in Black: International,11831,116,79573281,69,Sony Pictures Releasing
13214,2019-08-21,30,Avengers: Endgame,11143,148,858177594,118,Walt Disney Studios Motion Pictures
13215,2019-08-21,31,Honeyland,9532,32,235057,27,Neon
13216,2019-08-21,32,The Last Black Man in San Francisco,7664,29,4508773,76,A24
13217,2019-08-21,33,The Bravest,6051,33,266460,13,Sony Pictures Releasing
13218,2019-08-21,34,The Fighting Preacher,5961,19,513146,29,Purdie Distribution
13219,2019-08-21,35,Tel Aviv on Fire,5666,30,250611,20,Cohen Media Group
13220,2019-08-21,36,Annabelle Comes Home,4764,102,72599146,57,Warner Bros.
13221,2019-08-21,37,Godzilla: King of the Monsters,4176,95,110442744,83,Warner Bros.
13222,2019-08-21,38,Marianne & Leonard: Words of Love,4137,65,857273,48,Roadside Attractions
13223,2019-08-21,39,Echo in the Canyon,4103,35,3258860,90,Greenwich Entertainment
13224,2019-08-21,40,The Biggest Little Farm,2334,27,4348082,104,Neon
13225,2019-08-21,41,The Other Side of Heaven 2: Fire of Faith,2252,21,1657540,55,ArtAffects Entertainment
13226,2019-08-21,42,Stuber,1433,50,22303934,41,Twentieth Century Fox
13227,2019-08-21,43,Buñuel in the Labyrinth of the Turtles,1298,2,13537,6,GKIDS
13228,2019-08-21,44,Wild Rose,1241,17,1619055,62,Neon
13229,2019-08-21,45,End of the Century,1173,1,13402,6,The Cinema Guild
13230,2019-08-21,46,La femme de mon frère,1033,2,512560,76,Entertainment One
13231,2019-08-21,47,Unplanned,675,1,18997945,146,Pure Flix Entertainment
13232,2019-08-21,48,Them That Follow,431,22,158403,20,1091 Media
13233,2019-08-21,49,ECCO,343,7,86725,13,Citadel Film Group
13234,2019-08-21,50,Meeting Gorbachev,259,1,249748,111,1091 Media
13235,2019-08-21,51,Free Trip to Egypt,100,2,32912,83,-
13236,2019-08-21,52,Bethany Hamilton: Unstoppable,62,6,583948,41,Entertainment Studios Motion Pictures
13237,2019-08-22,1,Good Boys,1703105,3204,30307505,7,Universal Pictures
13238,2019-08-22,2,Ready or Not,1151690,2270,3028148,2,Fox Searchlight Pictures
13239,2019-08-22,3,The Lion King,1150301,3560,502485735,35,Walt Disney Studios Motion Pictures
13240,2019-08-22,4,Fast & Furious Presents: Hobbs & Shaw,1081210,3757,139561255,21,Universal Pictures
13241,2019-08-22,5,Scary Stories to Tell in the Dark,815404,3135,44489202,14,Lionsgate
13242,2019-08-22,6,The Angry Birds Movie 2,803367,3869,20726263,10,Sony Pictures Releasing
13243,2019-08-22,7,Once Upon a Time... in Hollywood,786952,2504,118187467,28,Sony Pictures Releasing
13244,2019-08-22,8,Dora and the Lost City of Gold,665636,3735,37899953,14,Paramount Pictures
13245,2019-08-22,9,47 Meters Down: Uncaged,503289,2853,11415947,7,Entertainment Studios Motion Pictures
13246,2019-08-22,10,The Art of Racing in the Rain,431795,2765,19380327,14,Twentieth Century Fox
13247,2019-08-22,11,"Where'd You Go, Bernadette",345155,2404,5185560,7,United Artists Releasing
13248,2019-08-22,12,Blinded by the Light,320191,2307,6121406,7,Warner Bros.
13249,2019-08-22,13,Spider-Man: Far from Home,269320,1515,378069007,52,Sony Pictures Releasing
13250,2019-08-22,14,Toy Story 4,217035,1245,425503256,63,Walt Disney Studios Motion Pictures
13251,2019-08-22,15,The Farewell,149575,861,13529913,42,A24
13252,2019-08-22,16,The Kitchen,134827,2745,11302291,14,Warner Bros.
13253,2019-08-22,17,Yesterday,72550,502,71992160,56,Universal Pictures
13254,2019-08-22,18,Mission Mangal,72074,263,2058211,8,FIP
13255,2019-08-22,19,Brian Banks,41614,980,4041815,14,Bleecker Street Media
13256,2019-08-22,20,The Secret Life of Pets 2,34420,242,157247465,77,Universal Pictures
13257,2019-08-22,21,The Peanut Butter Falcon,31699,49,719349,14,Roadside Attractions
13258,2019-08-22,22,Aladdin,27369,225,353659113,91,Walt Disney Studios Motion Pictures
13259,2019-08-22,23,Menteur,24004,70,4144042,42,Entertainment One
13260,2019-08-22,24,Luce,18567,58,610682,21,Neon
13261,2019-08-22,25,Rocketman,16386,160,96155939,84,Paramount Pictures
13262,2019-08-22,26,Crawl,15295,174,38693673,42,Paramount Pictures
13263,2019-08-22,27,Midsommar,14529,75,25979959,51,A24
13264,2019-08-22,28,Men in Black: International,13654,116,79586935,70,Sony Pictures Releasing
13265,2019-08-22,29,John Wick: Chapter 3 - Parabellum,13098,148,170726059,98,Lionsgate
13266,2019-08-22,30,Avengers: Endgame,10821,148,858188415,119,Walt Disney Studios Motion Pictures
13267,2019-08-22,31,Honeyland,8769,32,243826,28,Neon
13268,2019-08-22,32,The Last Black Man in San Francisco,6946,29,4515719,77,A24
13269,2019-08-22,33,Tel Aviv on Fire,6514,30,257125,21,Cohen Media Group
13270,2019-08-22,34,The Fighting Preacher,6064,19,519210,30,Purdie Distribution
13271,2019-08-22,35,Marianne & Leonard: Words of Love,4973,65,862246,49,Roadside Attractions
13272,2019-08-22,36,The Bravest,4634,33,271094,14,Sony Pictures Releasing
13273,2019-08-22,37,Godzilla: King of the Monsters,4281,95,110447025,84,Warner Bros.
13274,2019-08-22,38,Echo in the Canyon,3988,35,3262848,91,Greenwich Entertainment
13275,2019-08-22,39,Annabelle Comes Home,3931,102,72603077,58,Warner Bros.
13276,2019-08-22,40,The Biggest Little Farm,2474,27,4350556,105,Neon
13277,2019-08-22,41,Stuber,2022,50,22305956,42,Twentieth Century Fox
13278,2019-08-22,42,The Other Side of Heaven 2: Fire of Faith,1989,21,1659529,56,ArtAffects Entertainment
13279,2019-08-22,43,Buñuel in the Labyrinth of the Turtles,1778,2,15315,7,GKIDS
13280,2019-08-22,44,End of the Century,1424,1,14826,7,The Cinema Guild
13281,2019-08-22,45,Wild Rose,1166,17,1620221,63,Neon
13282,2019-08-22,46,La femme de mon frère,356,2,512916,77,Entertainment One
13283,2019-08-22,47,Meeting Gorbachev,300,1,250048,112,1091 Media
13284,2019-08-22,48,Them That Follow,234,22,158637,21,1091 Media
13285,2019-08-22,49,ECCO,133,7,86858,14,Citadel Film Group
13286,2019-08-22,50,Free Trip to Egypt,114,2,33026,84,-
13287,2019-08-22,51,Bethany Hamilton: Unstoppable,96,6,584044,42,Entertainment Studios Motion Pictures
13288,2019-08-23,1,Angel Has Fallen,7958653,3286,7958653,1,Lionsgate
13289,2019-08-23,2,Good Boys,3450420,3353,33757925,8,Universal Pictures
13290,2019-08-23,3,Overcomer,3043455,1723,3043455,1,Affirm Films
13291,2019-08-23,4,Ready or Not,2483665,2855,5511813,3,Fox Searchlight Pictures
13292,2019-08-23,5,The Lion King,2207076,3300,504692811,36,Walt Disney Studios Motion Pictures
13293,2019-08-23,6,Fast & Furious Presents: Hobbs & Shaw,2160320,3312,141721575,22,Universal Pictures
13294,2019-08-23,7,Scary Stories to Tell in the Dark,1706527,2927,46195729,15,Lionsgate
13295,2019-08-23,8,The Angry Birds Movie 2,1693333,3869,22419596,11,Sony Pictures Releasing
13296,2019-08-23,9,Once Upon a Time... in Hollywood,1458709,2209,119646176,29,Sony Pictures Releasing
13297,2019-08-23,10,Dora and the Lost City of Gold,1323532,2843,39223485,15,Paramount Pictures
13298,2019-08-23,11,47 Meters Down: Uncaged,1103963,2883,12519910,8,Entertainment Studios Motion Pictures
13299,2019-08-23,12,The Peanut Butter Falcon,943870,996,1663219,15,Roadside Attractions
13300,2019-08-23,13,The Art of Racing in the Rain,601931,2040,19982258,15,Twentieth Century Fox
13301,2019-08-23,14,Blinded by the Light,581160,2307,6702566,8,Warner Bros.
13302,2019-08-23,15,Spider-Man: Far from Home,464600,1008,378533607,53,Sony Pictures Releasing
13303,2019-08-23,16,"Where'd You Go, Bernadette",436458,2306,5622018,8,United Artists Releasing
13304,2019-08-23,17,Toy Story 4,331284,820,425834540,64,Walt Disney Studios Motion Pictures
13305,2019-08-23,18,The Farewell,253870,816,13783783,43,A24
13306,2019-08-23,19,Mission Mangal,167556,263,2225767,9,FIP
13307,2019-08-23,20,Yesterday,119605,438,72111765,57,Universal Pictures
13308,2019-08-23,21,The Kitchen,99468,620,11401759,15,Warner Bros.
13309,2019-08-23,22,Luce,75358,160,686040,22,Neon
13310,2019-08-23,23,Brittany Runs a Marathon,69321,5,69321,1,Amazon Studios
13311,2019-08-23,24,Aladdin,54446,185,353713559,92,Walt Disney Studios Motion Pictures
13312,2019-08-23,25,The Secret Life of Pets 2,52025,185,157299490,78,Universal Pictures
13313,2019-08-23,26,Crawl,38452,143,38732125,43,Paramount Pictures
13314,2019-08-23,27,Brian Banks,34413,220,4076228,15,Bleecker Street Media
13315,2019-08-23,28,Menteur,29836,58,4173878,43,Entertainment One
13316,2019-08-23,29,Batla House,25796,62,369192,9,-
13317,2019-08-23,30,Rocketman,20603,118,96176542,85,Paramount Pictures
13318,2019-08-23,31,John Wick: Chapter 3 - Parabellum,18348,129,170744407,99,Lionsgate
13319,2019-08-23,32,The Fighting Preacher,16264,27,535474,31,Purdie Distribution
13320,2019-08-23,33,Annabelle Comes Home,15741,116,72618818,59,Warner Bros.
13321,2019-08-23,34,Midsommar,14534,44,25994493,52,A24
13322,2019-08-23,35,Honeyland,14002,36,257828,29,Neon
13323,2019-08-23,36,Men in Black: International,13749,100,79600684,71,Sony Pictures Releasing
13324,2019-08-23,37,Tel Aviv on Fire,13288,37,270413,22,Cohen Media Group
13325,2019-08-23,38,Avengers: Endgame,13186,115,858201601,120,Walt Disney Studios Motion Pictures
13326,2019-08-23,39,One Child Nation,12439,34,117345,15,Amazon Studios
13327,2019-08-23,40,Stuber,12167,75,22318123,43,Twentieth Century Fox
13328,2019-08-23,41,The Death and Life of John F. Donovan,12012,25,12012,1,Entertainment One
13329,2019-08-23,42,The Nightingale,11314,51,221937,22,IFC Films
13330,2019-08-23,43,Fiddler: A Miracle of Miracles,9519,7,9519,1,Roadside Attractions
13331,2019-08-23,44,Godzilla: King of the Monsters,8259,64,110455284,85,Warner Bros.
13332,2019-08-23,45,Marianne & Leonard: Words of Love,6329,43,868575,50,Roadside Attractions
13333,2019-08-23,46,Echo in the Canyon,3618,20,3266466,92,Greenwich Entertainment
13334,2019-08-23,47,The Other Side of Heaven 2: Fire of Faith,3157,16,1662686,57,ArtAffects Entertainment
13335,2019-08-23,48,The Bravest,2529,2,273623,15,Sony Pictures Releasing
13336,2019-08-23,49,Wild Rose,2391,24,1622612,64,Neon
13337,2019-08-23,50,The Biggest Little Farm,2083,16,4352639,106,Neon
13338,2019-08-23,51,Late Night,1846,13,15492105,78,Amazon Studios
13339,2019-08-23,52,Vita & Virginia,1210,1,1210,1,IFC Films
13340,2019-08-23,53,Buñuel in the Labyrinth of the Turtles,1143,2,16458,8,GKIDS
13341,2019-08-23,54,Sword of Trust,762,14,318762,43,IFC Films
13342,2019-08-23,55,La femme de mon frère,539,4,513455,78,Entertainment One
13343,2019-08-23,56,End of the Century,515,1,15341,8,The Cinema Guild
13344,2019-08-23,57,Meeting Gorbachev,410,3,250458,113,1091 Media
13345,2019-08-23,58,Suburban Birds,187,1,10383,141,The Cinema Guild
13346,2019-08-23,59,Free Trip to Egypt,150,1,33176,85,-
13347,2019-08-23,60,Ode to Joy,105,5,16299,15,IFC Films
13348,2019-08-23,61,Them That Follow,61,4,158698,22,1091 Media
13349,2019-08-24,1,Angel Has Fallen,7788659,3286,15747312,2,Lionsgate
13350,2019-08-24,2,Good Boys,4756665,3353,38514590,9,Universal Pictures
13351,2019-08-24,3,Fast & Furious Presents: Hobbs & Shaw,3549360,3312,145270935,23,Universal Pictures
13352,2019-08-24,4,The Lion King,3432192,3300,508125003,37,Walt Disney Studios Motion Pictures
13353,2019-08-24,5,Ready or Not,3261083,2855,8772896,4,Fox Searchlight Pictures
13354,2019-08-24,6,Overcomer,2825794,1723,5869249,2,Affirm Films
13355,2019-08-24,7,The Angry Birds Movie 2,2763753,3869,25183349,12,Sony Pictures Releasing
13356,2019-08-24,8,Scary Stories to Tell in the Dark,2567538,2927,48763267,16,Lionsgate
13357,2019-08-24,9,Dora and the Lost City of Gold,2264449,2843,41487934,16,Paramount Pictures
13358,2019-08-24,10,Once Upon a Time... in Hollywood,2084397,2209,121730573,30,Sony Pictures Releasing
13359,2019-08-24,11,47 Meters Down: Uncaged,1750901,2883,14270811,9,Entertainment Studios Motion Pictures
13360,2019-08-24,12,The Peanut Butter Falcon,1172710,996,2835929,16,Roadside Attractions
13361,2019-08-24,13,The Art of Racing in the Rain,882825,2040,20865083,16,Twentieth Century Fox
13362,2019-08-24,14,Blinded by the Light,854472,2307,7557038,9,Warner Bros.
13363,2019-08-24,15,Spider-Man: Far from Home,737918,1008,379271525,54,Sony Pictures Releasing
13364,2019-08-24,16,"Where'd You Go, Bernadette",571670,2306,6193688,9,United Artists Releasing
13365,2019-08-24,17,Toy Story 4,531815,820,426366355,65,Walt Disney Studios Motion Pictures
13366,2019-08-24,18,The Farewell,365747,816,14149530,44,A24
13367,2019-08-24,19,Mission Mangal,279901,263,2505668,10,FIP
13368,2019-08-24,20,Yesterday,170110,438,72281875,58,Universal Pictures
13369,2019-08-24,21,The Kitchen,149511,620,11551270,16,Warner Bros.
13370,2019-08-24,22,Luce,105483,160,791523,23,Neon
13371,2019-08-24,23,Aladdin,91867,185,353805426,93,Walt Disney Studios Motion Pictures
13372,2019-08-24,24,The Secret Life of Pets 2,88990,185,157388480,79,Universal Pictures
13373,2019-08-24,25,Crawl,65768,143,38797893,44,Paramount Pictures
13374,2019-08-24,26,Brittany Runs a Marathon,61137,5,130458,2,Amazon Studios
13375,2019-08-24,27,Brian Banks,58311,220,4134539,16,Bleecker Street Media
13376,2019-08-24,28,Batla House,44897,62,414089,10,-
13377,2019-08-24,29,Menteur,34800,58,4208678,44,Entertainment One
13378,2019-08-24,30,Rocketman,30695,118,96207237,86,Paramount Pictures
13379,2019-08-24,31,John Wick: Chapter 3 - Parabellum,29870,129,170774277,100,Lionsgate
13380,2019-08-24,32,Tel Aviv on Fire,27888,37,298301,23,Cohen Media Group
13381,2019-08-24,33,Annabelle Comes Home,27619,116,72646437,60,Warner Bros.
13382,2019-08-24,34,Men in Black: International,25939,100,79626623,72,Sony Pictures Releasing
13383,2019-08-24,35,Avengers: Endgame,22021,115,858223622,121,Walt Disney Studios Motion Pictures
13384,2019-08-24,36,The Fighting Preacher,20575,27,556049,32,Purdie Distribution
13385,2019-08-24,37,Midsommar,19822,44,26014315,53,A24
13386,2019-08-24,38,Stuber,19305,75,22337428,44,Twentieth Century Fox
13387,2019-08-24,39,One Child Nation,18835,34,136180,16,Amazon Studios
13388,2019-08-24,40,Honeyland,17923,36,275751,30,Neon
13389,2019-08-24,41,Godzilla: King of the Monsters,15211,64,110470495,86,Warner Bros.
13390,2019-08-24,42,The Nightingale,15125,51,237062,23,IFC Films
13391,2019-08-24,43,Fiddler: A Miracle of Miracles,14490,7,24009,2,Roadside Attractions
13392,2019-08-24,44,The Death and Life of John F. Donovan,13175,25,25187,2,Entertainment One
13393,2019-08-24,45,Marianne & Leonard: Words of Love,7393,43,875968,51,Roadside Attractions
13394,2019-08-24,46,Echo in the Canyon,6326,20,3272792,93,Greenwich Entertainment
13395,2019-08-24,47,The Other Side of Heaven 2: Fire of Faith,4935,16,1667621,58,ArtAffects Entertainment
13396,2019-08-24,48,Unplanned,4259,1,19002204,149,Pure Flix Entertainment
13397,2019-08-24,49,Wild Rose,4176,24,1626788,65,Neon
13398,2019-08-24,50,The Biggest Little Farm,3865,16,4356504,107,Neon
13399,2019-08-24,51,The Bravest,2443,2,276066,16,Sony Pictures Releasing
13400,2019-08-24,52,Late Night,1924,13,15494029,79,Amazon Studios
13401,2019-08-24,53,Sword of Trust,1439,14,320201,44,IFC Films
13402,2019-08-24,54,Vita & Virginia,1432,1,2642,2,IFC Films
13403,2019-08-24,55,La femme de mon frère,868,4,514323,79,Entertainment One
13404,2019-08-24,56,End of the Century,747,1,16088,9,The Cinema Guild
13405,2019-08-24,57,Buñuel in the Labyrinth of the Turtles,663,2,17121,9,GKIDS
13406,2019-08-24,58,Ode to Joy,526,5,16825,16,IFC Films
13407,2019-08-24,59,Meeting Gorbachev,361,3,250819,114,1091 Media
13408,2019-08-24,60,Free Trip to Egypt,250,1,33426,86,-
13409,2019-08-24,61,Them That Follow,172,4,158870,23,1091 Media
13410,2019-08-24,62,Suburban Birds,88,1,10471,142,The Cinema Guild
13411,2019-08-25,1,Angel Has Fallen,5633675,3286,21380987,3,Lionsgate
13412,2019-08-25,2,Good Boys,3428570,3353,41943160,10,Universal Pictures
13413,2019-08-25,3,The Lion King,2425963,3300,510550966,38,Walt Disney Studios Motion Pictures
13414,2019-08-25,4,Fast & Furious Presents: Hobbs & Shaw,2358700,3312,147629635,24,Universal Pictures
13415,2019-08-25,5,Overcomer,2277284,1723,8146533,3,Affirm Films
13416,2019-08-25,6,Ready or Not,2270842,2855,11043738,5,Fox Searchlight Pictures
13417,2019-08-25,7,The Angry Birds Movie 2,1925281,3869,27108630,13,Sony Pictures Releasing
13418,2019-08-25,8,Dora and the Lost City of Gold,1743062,2843,43230996,17,Paramount Pictures
13419,2019-08-25,9,Scary Stories to Tell in the Dark,1593861,2827,50357128,17,Lionsgate
13420,2019-08-25,10,Once Upon a Time... in Hollywood,1462294,2209,123192867,31,Sony Pictures Releasing
13421,2019-08-25,11,47 Meters Down: Uncaged,1065768,2883,15336579,10,Entertainment Studios Motion Pictures
13422,2019-08-25,12,The Peanut Butter Falcon,857811,996,3693740,17,Roadside Attractions
13423,2019-08-25,13,The Art of Racing in the Rain,621663,2040,21486746,17,Twentieth Century Fox
13424,2019-08-25,14,Blinded by the Light,546454,2307,8103492,10,Warner Bros.
13425,2019-08-25,15,My Neighbor Totoro,484254,767,484254,1,Fathom Events
13426,2019-08-25,16,Spider-Man: Far from Home,479955,1008,379751480,55,Sony Pictures Releasing
13427,2019-08-25,17,"Where'd You Go, Bernadette",416109,2306,6609797,10,United Artists Releasing
13428,2019-08-25,18,Toy Story 4,367737,820,426734092,66,Walt Disney Studios Motion Pictures
13429,2019-08-25,19,The Farewell,263006,816,14412536,45,A24
13430,2019-08-25,20,Mission Mangal,207599,263,2713267,11,FIP
13431,2019-08-25,21,Yesterday,109835,438,72391710,59,Universal Pictures
13432,2019-08-25,22,The Kitchen,93527,620,11644797,17,Warner Bros.
13433,2019-08-25,23,Luce,71639,160,863162,24,Neon
13434,2019-08-25,24,The Secret Life of Pets 2,60385,185,157448865,80,Universal Pictures
13435,2019-08-25,25,Aladdin,58233,185,353863659,94,Walt Disney Studios Motion Pictures
13436,2019-08-25,26,Brittany Runs a Marathon,50253,5,180711,3,Amazon Studios
13437,2019-08-25,27,Brian Banks,38855,220,4173394,17,Bleecker Street Media
13438,2019-08-25,28,Batla House,33269,62,447358,11,-
13439,2019-08-25,29,Crawl,30070,143,38827963,45,Paramount Pictures
13440,2019-08-25,30,John Wick: Chapter 3 - Parabellum,20724,129,170795001,101,Lionsgate
13441,2019-08-25,31,Rocketman,20170,118,96227407,87,Paramount Pictures
13442,2019-08-25,32,Tel Aviv on Fire,19466,37,317767,24,Cohen Media Group
13443,2019-08-25,33,Annabelle Comes Home,18147,116,72664584,61,Warner Bros.
13444,2019-08-25,34,Men in Black: International,16185,100,79642808,73,Sony Pictures Releasing
13445,2019-08-25,35,Menteur,15875,58,4224553,45,Entertainment One
13446,2019-08-25,36,One Child Nation,15515,34,151695,17,Amazon Studios
13447,2019-08-25,37,Avengers: Endgame,15061,115,858238683,122,Walt Disney Studios Motion Pictures
13448,2019-08-25,38,Midsommar,14998,44,26029313,54,A24
13449,2019-08-25,39,Honeyland,14696,36,290447,31,Neon
13450,2019-08-25,40,Stuber,13698,75,22351126,45,Twentieth Century Fox
13451,2019-08-25,41,Fiddler: A Miracle of Miracles,12416,7,36425,3,Roadside Attractions
13452,2019-08-25,42,The Nightingale,11583,51,248645,24,IFC Films
13453,2019-08-25,43,Godzilla: King of the Monsters,10796,64,110481291,87,Warner Bros.
13454,2019-08-25,44,The Death and Life of John F. Donovan,8153,25,33340,3,Entertainment One
13455,2019-08-25,45,Marianne & Leonard: Words of Love,4954,43,880922,52,Roadside Attractions
13456,2019-08-25,46,The Biggest Little Farm,4606,16,4361110,108,Neon
13457,2019-08-25,47,Echo in the Canyon,4455,20,3277247,94,Greenwich Entertainment
13458,2019-08-25,48,Wild Rose,3513,24,1630301,66,Neon
13459,2019-08-25,49,The Bravest,2043,2,278109,17,Sony Pictures Releasing
13460,2019-08-25,50,Unplanned,1955,1,19004159,150,Pure Flix Entertainment
13461,2019-08-25,51,Buñuel in the Labyrinth of the Turtles,1455,2,18576,10,GKIDS
13462,2019-08-25,52,Sword of Trust,1224,14,321425,45,IFC Films
13463,2019-08-25,53,End of the Century,1162,1,17250,10,The Cinema Guild
13464,2019-08-25,54,The Fighting Preacher,1042,27,557091,33,Purdie Distribution
13465,2019-08-25,55,Late Night,899,13,15494928,80,Amazon Studios
13466,2019-08-25,56,Vita & Virginia,766,1,3408,3,IFC Films
13467,2019-08-25,57,The Other Side of Heaven 2: Fire of Faith,726,16,1668347,59,ArtAffects Entertainment
13468,2019-08-25,58,La femme de mon frère,296,4,514619,80,Entertainment One
13469,2019-08-25,59,Meeting Gorbachev,220,3,251039,115,1091 Media
13470,2019-08-25,60,Ode to Joy,128,5,16953,17,IFC Films
13471,2019-08-25,61,Suburban Birds,116,1,10587,143,The Cinema Guild
13472,2019-08-25,62,Them That Follow,103,4,158973,24,1091 Media
13473,2019-08-25,63,Free Trip to Egypt,22,1,33448,87,-
13474,2019-08-26,1,Angel Has Fallen,1821078,3286,23202065,4,Lionsgate
13475,2019-08-26,2,Good Boys,1186910,3353,43130070,11,Universal Pictures
13476,2019-08-26,3,The Lion King,825136,3300,511376102,39,Walt Disney Studios Motion Pictures
13477,2019-08-26,4,Ready or Not,779638,2855,11823376,6,Fox Searchlight Pictures
13478,2019-08-26,5,Fast & Furious Presents: Hobbs & Shaw,730105,3312,148359740,25,Universal Pictures
13479,2019-08-26,6,Overcomer,691573,1723,8838106,4,Affirm Films
13480,2019-08-26,7,The Angry Birds Movie 2,578633,3869,27687263,14,Sony Pictures Releasing
13481,2019-08-26,8,Once Upon a Time... in Hollywood,564106,2209,123756973,32,Sony Pictures Releasing
13482,2019-08-26,9,Scary Stories to Tell in the Dark,533229,2827,50890357,18,Lionsgate
13483,2019-08-26,10,Dora and the Lost City of Gold,458668,2843,43689664,18,Paramount Pictures
13484,2019-08-26,11,47 Meters Down: Uncaged,332492,2883,15669071,11,Entertainment Studios Motion Pictures
13485,2019-08-26,12,My Neighbor Totoro,295893,767,780147,2,Fathom Events
13486,2019-08-26,13,The Peanut Butter Falcon,295541,996,3989281,18,Roadside Attractions
13487,2019-08-26,14,The Art of Racing in the Rain,235305,2040,21722051,18,Twentieth Century Fox
13488,2019-08-26,15,Blinded by the Light,190881,2307,8294373,11,Warner Bros.
13489,2019-08-26,16,"Where'd You Go, Bernadette",189990,2306,6799787,11,United Artists Releasing
